size,battery,procfreq,resolution,AMOLED,LCD,OLED,Others
0.2692307692307691,0.430952380952381,0.8888888888888891,0.2916666666666667,1,0,0,0
0.12820512820512886,0.047619047619047616,0.8888888888888891,0.21875,1,0,0,0
0.730769230769231,0.5238095238095238,0.3333333333333334,0.2916666666666667,1,0,0,0
0.8974358974358974,0.5238095238095238,0.9944444444444446,1.0,1,0,0,0
0.730769230769231,0.5238095238095238,0.9722222222222223,0.2916666666666667,1,0,0,0
0.7692307692307697,0.47619047619047616,0.8888888888888891,0.21875,1,0,0,0
0.730769230769231,0.5714285714285714,0.44444444444444436,1.0,1,0,0,0
0.6153846153846158,0.5238095238095238,0.3333333333333334,0.21875,0,1,0,0
0.3846153846153854,0.2857142857142857,0.6666666666666666,0.21875,1,0,0,0
0.8205128205128209,0.5238095238095238,0.22222222222222218,0.21875,0,1,0,0
0.8205128205128209,0.5238095238095238,0.22222222222222218,0.21875,0,1,0,0
0.8846153846153848,0.5238095238095238,0.22222222222222218,0.21875,0,1,0,0
0.576923076923077,0.5238095238095238,0.5,0.21875,1,0,0,0
0.7692307692307697,0.5476190476190477,0.7777777777777778,0.21875,0,0,1,0
0.12820512820512886,0.32142857142857145,0.7777777777777778,0.21875,0,0,1,0
0.5128205128205131,0.5238095238095238,0.3333333333333334,0.21875,0,1,0,0
0.576923076923077,0.5238095238095238,0.3333333333333334,0.21875,0,0,1,0
0.730769230769231,0.5238095238095238,0.8333333333333334,0.21875,1,0,0,0
0.730769230769231,0.5238095238095238,0.9722222222222223,0.21875,1,0,0,0
0.5128205128205131,1.0,0.3333333333333334,0.21875,0,1,0,0
0.8205128205128209,0.5238095238095238,0.12222222222222222,0.21875,0,1,0,0
0.730769230769231,0.5238095238095238,0.6666666666666666,0.21875,1,0,0,0
0.12820512820512886,0.23809523809523808,0.9777777777777777,0.21875,1,0,0,0
0.7692307692307697,0.5238095238095238,0.5,1.0,1,0,0,0
0.423076923076923,0.5238095238095238,0.2499999999999999,0.5208333333333334,1,0,0,0
0.730769230769231,0.5238095238095238,0.7277777777777779,0.2916666666666667,1,0,0,0
0.7692307692307697,0.3333333333333333,0.44444444444444436,0.5208333333333334,0,0,1,0
0.7948717948717947,0.5238095238095238,0.3333333333333334,0.2916666666666667,0,1,0,0
0.0,0.23095238095238096,0.6944444444444445,0.2916666666666667,0,0,1,0
0.730769230769231,0.6,0.7777777777777778,0.2916666666666667,1,0,0,0
0.423076923076923,0.5238095238095238,0.2499999999999999,0.5208333333333334,1,0,0,0
0.730769230769231,0.5238095238095238,0.3333333333333334,0.5208333333333334,1,0,0,0
0.5128205128205131,0.5238095238095238,0.22222222222222218,0.21875,0,1,0,0
0.5128205128205131,0.5238095238095238,0.3333333333333334,0.21875,0,0,0,1
0.7948717948717947,0.5238095238095238,0.3333333333333334,0.5208333333333334,0,1,0,0
0.5384615384615382,0.5238095238095238,0.3333333333333334,0.0,0,1,0,0
0.730769230769231,0.5238095238095238,0.22222222222222218,0.20833333333333334,1,0,0,0
0.730769230769231,0.5238095238095238,0.5555555555555556,0.21875,1,0,0,0
0.6410256410256409,0.5238095238095238,0.3333333333333334,0.21875,0,1,0,0
0.6410256410256409,0.5238095238095238,0.22222222222222218,0.21875,0,1,0,0
0.6410256410256409,0.5238095238095238,0.5555555555555556,0.20833333333333334,1,0,0,0
0.7820512820512822,0.5238095238095238,0.22222222222222218,0.21875,0,1,0,0
0.730769230769231,0.5714285714285714,0.3333333333333334,0.2916666666666667,1,0,0,0
0.7692307692307697,0.5238095238095238,0.8888888888888891,0.21875,1,0,0,0
0.730769230769231,0.5238095238095238,0.44444444444444436,0.5208333333333334,1,0,0,0
0.730769230769231,0.5238095238095238,0.3333333333333334,0.20833333333333334,1,0,0,0
0.0,0.0,0.9777777777777777,0.21875,1,0,0,0
0.43589743589743674,0.14285714285714285,0.5,0.2916666666666667,1,0,0,0
0.25641025641025655,0.21666666666666667,0.6944444444444445,0.21875,0,0,1,0
0.6410256410256409,0.29523809523809524,0.3333333333333334,0.2916666666666667,0,1,0,0
0.5897435897435895,0.5238095238095238,0.3888888888888888,0.21875,0,1,0,0
0.5128205128205131,0.5238095238095238,0.3333333333333334,0.21875,0,1,0,0
0.5128205128205131,0.5238095238095238,0.22222222222222218,0.21875,0,0,0,1
0.730769230769231,0.5238095238095238,0.6944444444444445,0.5208333333333334,1,0,0,0
0.423076923076923,0.5238095238095238,0.2499999999999999,0.2916666666666667,1,0,0,0
0.6153846153846158,0.5238095238095238,0.3333333333333334,0.21875,0,1,0,0
0.6153846153846158,0.5238095238095238,0.3333333333333334,0.21875,0,1,0,0
0.5384615384615382,0.5238095238095238,0.22222222222222218,0.0,0,1,0,0
